user_id,persona,date,merchant,category,amount,payment_method,is_anomaly_synthetic
1,student,2026-06-07,Pizza Hut,Dining,1.0,Credit Card,False
1,student,2026-06-07,Walmart,Groceries,24.08,Mobile Wallet,False
1,student,2026-06-09,Uber,Transport,6.77,Credit Card,False
1,student,2026-06-09,Careem,Transport,24.18,Cash,False
1,student,2026-06-09,Carrefour,Groceries,48.08,Cash,False
1,student,2026-06-10,Uber,Transport,1.0,Debit Card,False
1,student,2026-06-17,Shell Gas,Transport,16.5,Cash,False
1,student,2026-06-18,Starbucks,Dining,12.23,Mobile Wallet,False
1,student,2026-06-19,Pizza Hut,Dining,25.55,Credit Card,False
1,student,2026-06-19,Local Mart,Groceries,28.55,Credit Card,False
1,student,2026-06-19,Starbucks,Dining,1.0,Cash,False
1,student,2026-06-20,Uber,Transport,11.47,Credit Card,False
1,student,2026-06-22,Carrefour,Groceries,21.83,Cash,False
1,student,2026-06-23,Pizza Hut,Dining,29.06,Debit Card,False
1,student,2026-06-24,Pizza Hut,Dining,25.72,Debit Card,False
1,student,2026-06-25,Cinema,Entertainment,15.87,Mobile Wallet,False
1,student,2026-06-25,Zara,Shopping,48.77,Credit Card,False
1,student,2026-06-26,Walmart,Groceries,45.92,Mobile Wallet,False
1,student,2026-06-27,Bookstore,Education,19.48,Credit Card,False
1,student,2026-06-28,Uber,Transport,20.41,Cash,False
1,student,2026-06-28,Starbucks,Dining,9.56,Cash,False
1,student,2026-06-29,Coursera,Education,7.88,Mobile Wallet,False
1,student,2026-06-30,Fresh Foods,Groceries,44.3,Credit Card,False
1,student,2026-07-01,Amazon,Shopping,36.63,Credit Card,False
1,student,2026-07-01,Spotify,Entertainment,6.5,Credit Card,False
1,student,2026-07-02,Zara,Shopping,44.21,Debit Card,False
1,student,2026-07-02,Fresh Foods,Groceries,25.32,Debit Card,False
1,student,2026-07-02,Netflix,Entertainment,23.7,Cash,False
1,student,2026-07-03,Pizza Hut,Dining,31.56,Credit Card,False
1,student,2026-07-04,Shell Gas,Transport,13.44,Debit Card,False
1,student,2026-07-04,Carrefour,Groceries,79.65,Credit Card,False
1,student,2026-07-05,Local Mart,Groceries,68.23,Mobile Wallet,False
1,student,2026-07-05,Spotify,Entertainment,28.45,Debit Card,False
1,student,2026-07-05,Coursera,Education,5.26,Debit Card,False
1,student,2026-07-05,IKEA,Shopping,49.97,Credit Card,False
1,student,2026-07-06,Starbucks,Dining,16.42,Cash,False
1,student,2026-07-06,Fresh Foods,Groceries,33.6,Debit Card,False
1,student,2026-07-06,Pizza Hut,Dining,26.23,Debit Card,False
1,student,2026-07-07,Uber,Transport,12.59,Mobile Wallet,False
1,student,2026-07-08,Walmart,Groceries,1.0,Mobile Wallet,False
1,student,2026-07-09,Spotify,Entertainment,14.46,Debit Card,False
1,student,2026-07-10,Gas Company,Utilities,54.62,Cash,False
1,student,2026-07-11,Local Mart,Groceries,23.4,Debit Card,False
1,student,2026-07-11,Starbucks,Dining,16.85,Credit Card,False
1,student,2026-07-13,Carrefour,Groceries,42.33,Mobile Wallet,False
1,student,2026-07-14,Pizza Hut,Dining,30.46,Cash,False
1,student,2026-07-16,Netflix,Entertainment,1.0,Cash,False
1,student,2026-07-16,Local Mart,Groceries,47.28,Mobile Wallet,False
1,student,2026-07-16,Local Mart,Groceries,28.41,Credit Card,False
1,student,2026-07-18,Walmart,Groceries,32.13,Cash,False
1,student,2026-07-22,Spotify,Entertainment,19.89,Cash,False
1,student,2026-07-22,McDonalds,Dining,1.3,Credit Card,False
1,student,2026-07-22,IKEA,Shopping,125.59,Cash,False
1,student,2026-07-24,Pizza Hut,Dining,5.2,Mobile Wallet,False
1,student,2026-07-25,Udemy,Education,73.87,Mobile Wallet,False
1,student,2026-07-27,Carrefour,Groceries,44.62,Cash,False
1,student,2026-07-27,McDonalds,Dining,1.0,Mobile Wallet,False
1,student,2026-07-27,Amazon,Shopping,55.74,Debit Card,False
1,student,2026-07-27,Pizza Hut,Dining,21.48,Mobile Wallet,False
1,student,2026-07-28,Uber,Transport,15.27,Cash,False
1,student,2026-07-29,Local Mart,Groceries,14.46,Credit Card,False
1,student,2026-07-30,Cinema,Entertainment,1.0,Cash,False
1,student,2026-07-30,Fresh Foods,Groceries,20.81,Cash,False
1,student,2026-07-30,Steam,Entertainment,16.87,Cash,False
1,student,2026-07-31,Starbucks,Dining,10.45,Debit Card,False
1,student,2026-08-02,Steam,Entertainment,15.95,Mobile Wallet,False
1,student,2026-08-05,Careem,Transport,13.43,Cash,False
1,student,2026-08-06,Fresh Foods,Groceries,42.7,Credit Card,False
1,student,2026-08-07,Pizza Hut,Dining,14.65,Cash,False
1,student,2026-08-08,Careem,Transport,6.18,Mobile Wallet,False
1,student,2026-08-08,Local Mart,Groceries,36.29,Mobile Wallet,False
1,student,2026-08-09,Metro Card,Transport,15.04,Mobile Wallet,False
1,student,2026-08-10,Careem,Transport,16.88,Mobile Wallet,False
1,student,2026-08-10,Clinic,Healthcare,47.89,Credit Card,False
1,student,2026-08-10,Shell Gas,Transport,13.66,Cash,False
1,student,2026-08-12,Udemy,Education,58.23,Debit Card,False
1,student,2026-08-13,Local Mart,Groceries,38.79,Debit Card,False
1,student,2026-08-17,Spotify,Entertainment,13.13,Debit Card,False
1,student,2026-08-18,Netflix,Entertainment,10.6,Credit Card,False
1,student,2026-08-19,Carrefour,Groceries,41.23,Mobile Wallet,False
1,student,2026-08-20,Amazon,Shopping,97.62,Mobile Wallet,False
1,student,2026-08-20,Metro Card,Transport,19.36,Debit Card,False
1,student,2026-08-21,Steam,Entertainment,18.14,Mobile Wallet,False
1,student,2026-08-21,Fresh Foods,Groceries,19.83,Debit Card,False
1,student,2026-08-25,Spotify,Entertainment,5.81,Credit Card,False
1,student,2026-08-25,Udemy,Education,54.61,Mobile Wallet,False
1,student,2026-08-26,Carrefour,Groceries,36.79,Debit Card,False
1,student,2026-08-28,Local Cafe,Dining,12.82,Credit Card,False
1,student,2026-08-28,Daraz,Shopping,31.04,Credit Card,False
1,student,2026-08-28,Fresh Foods,Groceries,34.4,Debit Card,False
1,student,2026-08-29,IKEA,Shopping,8.06,Cash,False
1,student,2026-08-31,Fresh Foods,Groceries,34.56,Mobile Wallet,False
1,student,2026-08-31,Tuition Center,Education,44.6,Debit Card,False
1,student,2026-09-01,Fresh Foods,Groceries,13.77,Mobile Wallet,False
1,student,2026-09-01,Cinema,Entertainment,2.43,Debit Card,False
1,student,2026-09-01,Local Mart,Groceries,50.42,Mobile Wallet,False
2,young_professional,2026-03-05,Zara,Shopping,12.57,Mobile Wallet,False
2,young_professional,2026-03-05,McDonalds,Dining,24.82,Cash,False
2,young_professional,2026-03-06,Landlord Transfer,Rent,684.67,Cash,False
2,young_professional,2026-03-06,Cinema,Entertainment,28.82,Cash,False
2,young_professional,2026-03-06,Landlord Transfer,Rent,564.87,Debit Card,False
2,young_professional,2026-03-06,Carrefour,Groceries,37.49,Debit Card,False
2,young_professional,2026-03-06,Steam,Entertainment,16.47,Debit Card,False
2,young_professional,2026-03-07,Starbucks,Dining,19.91,Credit Card,False
2,young_professional,2026-03-07,Local Cafe,Dining,18.46,Mobile Wallet,False
2,young_professional,2026-03-07,Zara,Shopping,42.69,Mobile Wallet,False
2,young_professional,2026-03-08,IKEA,Shopping,63.77,Credit Card,False
2,young_professional,2026-03-08,Carrefour,Groceries,42.63,Mobile Wallet,False
2,young_professional,2026-03-10,IKEA,Shopping,71.34,Credit Card,False
2,young_professional,2026-03-11,Landlord Transfer,Rent,444.11,Mobile Wallet,False
2,young_professional,2026-03-14,Electric Co,Utilities,67.54,Cash,False
2,young_professional,2026-03-15,Hospital,Healthcare,1.0,Mobile Wallet,False
2,young_professional,2026-03-16,Fresh Foods,Groceries,7.02,Debit Card,False
2,young_professional,2026-03-16,Steam,Entertainment,12.78,Debit Card,False
2,young_professional,2026-03-17,Shell Gas,Transport,2.82,Mobile Wallet,False
2,young_professional,2026-03-18,Local Cafe,Dining,18.74,Credit Card,False
2,young_professional,2026-03-18,Landlord Transfer,Rent,477.06,Cash,False
2,young_professional,2026-03-18,AirBnB,Travel,240.45,Mobile Wallet,False
2,young_professional,2026-03-19,Carrefour,Groceries,36.55,Mobile Wallet,False
2,young_professional,2026-03-19,Daraz,Shopping,51.41,Credit Card,False
2,young_professional,2026-03-19,Fresh Foods,Groceries,61.6,Credit Card,False
2,young_professional,2026-03-19,Uber,Transport,11.68,Mobile Wallet,False
2,young_professional,2026-03-20,Water Board,Utilities,31.38,Mobile Wallet,False
2,young_professional,2026-03-21,Carrefour,Groceries,33.22,Credit Card,False
2,young_professional,2026-03-23,Shell Gas,Transport,1.0,Mobile Wallet,False
2,young_professional,2026-03-23,Pizza Hut,Dining,42.02,Debit Card,False
2,young_professional,2026-03-23,IKEA,Shopping,394.28,Mobile Wallet,True
2,young_professional,2026-03-24,Local Mart,Groceries,35.96,Mobile Wallet,False
2,young_professional,2026-03-25,Zara,Shopping,51.55,Credit Card,False
2,young_professional,2026-03-26,Local Cafe,Dining,20.76,Credit Card,False
2,young_professional,2026-03-28,Amazon,Shopping,23.06,Cash,False
2,young_professional,2026-03-29,Water Board,Utilities,86.35,Credit Card,False
2,young_professional,2026-03-29,Amazon,Shopping,62.9,Credit Card,False
2,young_professional,2026-03-29,Spotify,Entertainment,8.49,Debit Card,False
2,young_professional,2026-03-31,Electric Co,Utilities,50.32,Debit Card,False
2,young_professional,2026-03-31,Careem,Transport,25.82,Debit Card,False
2,young_professional,2026-04-01,Steam,Entertainment,19.36,Credit Card,False
2,young_professional,2026-04-01,Carrefour,Groceries,36.14,Mobile Wallet,False
2,young_professional,2026-04-01,Cinema,Entertainment,1.0,Cash,False
2,young_professional,2026-04-02,Careem,Transport,13.8,Credit Card,False
2,young_professional,2026-04-03,Careem,Transport,20.38,Cash,False
2,young_professional,2026-04-03,Amazon,Shopping,114.06,Credit Card,False
2,young_professional,2026-04-03,Local Mart,Groceries,60.7,Mobile Wallet,False
2,young_professional,2026-04-04,Local Cafe,Dining,17.74,Debit Card,False
2,young_professional,2026-04-05,Uber,Transport,21.38,Debit Card,False
2,young_professional,2026-04-05,McDonalds,Dining,21.74,Cash,False
2,young_professional,2026-04-06,Electric Co,Utilities,58.26,Credit Card,False
2,young_professional,2026-04-07,Local Mart,Groceries,41.15,Mobile Wallet,False
2,young_professional,2026-04-07,Internet ISP,Utilities,34.34,Credit Card,False
2,young_professional,2026-04-09,Pizza Hut,Dining,14.78,Credit Card,False
2,young_professional,2026-04-09,Gas Company,Utilities,101.53,Mobile Wallet,False
2,young_professional,2026-04-10,Walmart,Groceries,38.93,Mobile Wallet,False
2,young_professional,2026-04-11,Local Mart,Groceries,39.44,Mobile Wallet,False
2,young_professional,2026-04-12,Daraz,Shopping,91.65,Mobile Wallet,False
2,young_professional,2026-04-13,Spotify,Entertainment,18.46,Cash,False
2,young_professional,2026-04-15,Local Cafe,Dining,20.77,Mobile Wallet,False
2,young_professional,2026-04-16,Steam,Entertainment,8.49,Cash,False
2,young_professional,2026-04-17,Landlord Transfer,Rent,455.11,Debit Card,False
2,young_professional,2026-04-17,Netflix,Entertainment,15.67,Cash,False
2,young_professional,2026-04-17,Local Cafe,Dining,7.1,Debit Card,False
2,young_professional,2026-04-19,Hotel Booking,Travel,444.67,Mobile Wallet,False
2,young_professional,2026-04-19,Landlord Transfer,Rent,534.06,Credit Card,False
2,young_professional,2026-04-20,Steam,Entertainment,29.35,Cash,False
2,young_professional,2026-04-20,Water Board,Utilities,54.05,Mobile Wallet,False
2,young_professional,2026-04-22,Starbucks,Dining,31.76,Cash,False
2,young_professional,2026-04-23,Shell Gas,Transport,1.0,Cash,False
2,young_professional,2026-04-26,Shell Gas,Transport,9.57,Cash,False
2,young_professional,2026-04-26,Landlord Transfer,Rent,250.06,Debit Card,False
2,young_professional,2026-04-27,Uber,Transport,30.33,Debit Card,False
2,young_professional,2026-04-28,Gas Company,Utilities,54.95,Mobile Wallet,False
2,young_professional,2026-04-28,Carrefour,Groceries,45.88,Mobile Wallet,False
2,young_professional,2026-04-29,Metro Card,Transport,5.04,Mobile Wallet,False
2,young_professional,2026-04-30,Amazon,Shopping,15.63,Credit Card,False
2,young_professional,2026-04-30,Pizza Hut,Dining,8.18,Debit Card,False
2,young_professional,2026-05-01,IKEA,Shopping,46.01,Debit Card,False
2,young_professional,2026-05-03,Hotel Booking,Travel,409.61,Cash,False
2,young_professional,2026-05-05,Landlord Transfer,Rent,492.49,Cash,False
2,young_professional,2026-05-05,Local Cafe,Dining,3.97,Cash,False
2,young_professional,2026-05-05,Landlord Transfer,Rent,674.96,Mobile Wallet,False
2,young_professional,2026-05-07,Internet ISP,Utilities,96.39,Cash,False
2,young_professional,2026-05-08,Zara,Shopping,21.87,Debit Card,False
2,young_professional,2026-05-09,Walmart,Groceries,40.66,Debit Card,False
2,young_professional,2026-05-09,Zara,Shopping,49.12,Credit Card,False
2,young_professional,2026-05-10,Careem,Transport,5.57,Debit Card,False
2,young_professional,2026-05-11,Carrefour,Groceries,64.59,Mobile Wallet,False
2,young_professional,2026-05-11,Zara,Shopping,39.83,Cash,False
2,young_professional,2026-05-11,Landlord Transfer,Rent,479.64,Debit Card,False
2,young_professional,2026-05-12,Shell Gas,Transport,12.27,Debit Card,False
2,young_professional,2026-05-13,Zara,Shopping,24.2,Debit Card,False
2,young_professional,2026-05-14,Pizza Hut,Dining,24.95,Credit Card,False
2,young_professional,2026-05-14,Careem,Transport,27.57,Cash,False
2,young_professional,2026-05-15,Netflix,Entertainment,16.69,Credit Card,False
2,young_professional,2026-05-15,Shell Gas,Transport,1.0,Debit Card,False
2,young_professional,2026-05-16,Gas Company,Utilities,38.15,Credit Card,False
2,young_professional,2026-05-17,Amazon,Shopping,42.34,Cash,False
2,young_professional,2026-05-17,Gas Company,Utilities,62.67,Mobile Wallet,False
2,young_professional,2026-05-17,Steam,Entertainment,13.48,Cash,False
2,young_professional,2026-05-18,Careem,Transport,1.0,Credit Card,False
2,young_professional,2026-05-19,Zara,Shopping,75.32,Mobile Wallet,False
2,young_professional,2026-05-20,Airline Co,Travel,212.27,Credit Card,False
2,young_professional,2026-05-20,Landlord Transfer,Rent,490.11,Mobile Wallet,False
2,young_professional,2026-05-20,Electric Co,Utilities,46.64,Credit Card,False
2,young_professional,2026-05-21,Spotify,Entertainment,24.92,Debit Card,False
2,young_professional,2026-05-22,Landlord Transfer,Rent,497.5,Credit Card,False
2,young_professional,2026-05-22,Water Board,Utilities,76.36,Credit Card,False
2,young_professional,2026-05-22,IKEA,Shopping,12.4,Debit Card,False
2,young_professional,2026-05-26,Local Cafe,Dining,14.95,Mobile Wallet,False
2,young_professional,2026-05-26,Metro Card,Transport,14.27,Cash,False
2,young_professional,2026-05-26,IKEA,Shopping,23.27,Cash,False
2,young_professional,2026-05-29,Pharmacy,Healthcare,39.46,Credit Card,False
2,young_professional,2026-05-29,Starbucks,Dining,14.63,Debit Card,False
2,young_professional,2026-05-31,Cinema,Entertainment,15.16,Credit Card,False
2,young_professional,2026-06-01,Daraz,Shopping,25.85,Debit Card,False
2,young_professional,2026-06-01,Careem,Transport,1.06,Credit Card,False
2,young_professional,2026-06-02,Water Board,Utilities,55.5,Credit Card,False
2,young_professional,2026-06-02,Metro Card,Transport,8.87,Mobile Wallet,False
2,young_professional,2026-06-03,IKEA,Shopping,54.39,Cash,False
2,young_professional,2026-06-06,Amazon,Shopping,102.86,Debit Card,False
2,young_professional,2026-06-06,Shell Gas,Transport,10.73,Cash,False
2,young_professional,2026-06-06,Local Cafe,Dining,16.27,Credit Card,False
2,young_professional,2026-06-06,Careem,Transport,25.69,Cash,False
2,young_professional,2026-06-07,Spotify,Entertainment,1.0,Mobile Wallet,False
2,young_professional,2026-06-07,Walmart,Groceries,33.9,Debit Card,False
2,young_professional,2026-06-07,Careem,Transport,23.28,Cash,False
2,young_professional,2026-06-07,Daraz,Shopping,103.58,Credit Card,False
2,young_professional,2026-06-09,Netflix,Entertainment,35.13,Debit Card,False
2,young_professional,2026-06-11,Local Mart,Groceries,42.05,Cash,False
2,young_professional,2026-06-12,Local Cafe,Dining,30.0,Credit Card,False
2,young_professional,2026-06-12,Local Cafe,Dining,11.43,Cash,False
2,young_professional,2026-06-14,Fresh Foods,Groceries,54.94,Cash,False
2,young_professional,2026-06-14,Metro Card,Transport,5.95,Mobile Wallet,False
2,young_professional,2026-06-16,Walmart,Groceries,61.83,Credit Card,False
2,young_professional,2026-06-16,Gas Company,Utilities,95.99,Cash,False
2,young_professional,2026-06-16,Local Mart,Groceries,48.35,Credit Card,False
2,young_professional,2026-06-17,Uber,Transport,10.32,Debit Card,False
2,young_professional,2026-06-18,Walmart,Groceries,43.16,Cash,False
2,young_professional,2026-06-20,Electric Co,Utilities,56.71,Debit Card,False
2,young_professional,2026-06-20,Landlord Transfer,Rent,588.86,Mobile Wallet,False
2,young_professional,2026-06-20,Pizza Hut,Dining,25.34,Debit Card,False
2,young_professional,2026-06-20,Dental Care,Healthcare,32.17,Mobile Wallet,False
2,young_professional,2026-06-21,Amazon,Shopping,51.56,Mobile Wallet,False
2,young_professional,2026-06-22,Zara,Shopping,77.62,Mobile Wallet,False
2,young_professional,2026-06-22,Landlord Transfer,Rent,323.92,Cash,False
2,young_professional,2026-06-23,Uber,Transport,10.33,Debit Card,False
2,young_professional,2026-06-25,Pizza Hut,Dining,9.49,Mobile Wallet,False
2,young_professional,2026-06-25,Gas Company,Utilities,57.32,Cash,False
2,young_professional,2026-06-27,AirBnB,Travel,202.2,Mobile Wallet,False
2,young_professional,2026-06-28,McDonalds,Dining,9.83,Mobile Wallet,False
2,young_professional,2026-06-29,Uber,Transport,1.0,Cash,False
2,young_professional,2026-06-29,Local Mart,Groceries,17.12,Cash,False
2,young_professional,2026-07-01,Amazon,Shopping,105.5,Mobile Wallet,False
2,young_professional,2026-07-02,Amazon,Shopping,95.96,Mobile Wallet,False
2,young_professional,2026-07-02,Gas Company,Utilities,71.85,Credit Card,False
2,young_professional,2026-07-05,Spotify,Entertainment,15.88,Cash,False
2,young_professional,2026-07-07,Fresh Foods,Groceries,62.16,Mobile Wallet,False
2,young_professional,2026-07-08,Uber,Transport,21.77,Debit Card,False
2,young_professional,2026-07-08,Shell Gas,Transport,16.66,Debit Card,False
2,young_professional,2026-07-08,Shell Gas,Transport,27.08,Mobile Wallet,False
2,young_professional,2026-07-08,Metro Card,Transport,24.35,Credit Card,False
2,young_professional,2026-07-11,Amazon,Shopping,67.93,Debit Card,False
2,young_professional,2026-07-12,Water Board,Utilities,57.05,Cash,False
2,young_professional,2026-07-12,Uber,Transport,11.78,Mobile Wallet,False
2,young_professional,2026-07-12,Netflix,Entertainment,32.72,Debit Card,False
2,young_professional,2026-07-14,Electric Co,Utilities,67.07,Mobile Wallet,False
2,young_professional,2026-07-19,McDonalds,Dining,19.22,Debit Card,False
2,young_professional,2026-07-20,Metro Card,Transport,1.0,Cash,False
2,young_professional,2026-07-20,Landlord Transfer,Rent,588.4,Mobile Wallet,False
2,young_professional,2026-07-21,Metro Card,Transport,19.08,Mobile Wallet,False
2,young_professional,2026-07-21,Starbucks,Dining,8.81,Mobile Wallet,False
2,young_professional,2026-07-21,Starbucks,Dining,4.67,Mobile Wallet,False
