user_id,pct_Dining,pct_Education,pct_Entertainment,pct_Groceries,pct_Healthcare,pct_Rent,pct_Shopping,pct_Transport,pct_Travel,pct_Utilities,monthly_spend,avg_transaction,monthly_tx_count,cluster
11,0.02482839254263232,0.0029778116263039613,0.0,0.12954997110272098,0.019543368978158147,0.606110766947496,0.08482130429561896,0.006544787043050091,0.0,0.12562359746401966,4011.3349999999996,108.90502262443438,36.833333333333336,0
12,0.17066434001405403,0.051270412846350144,0.10082609616606651,0.3124926451552167,0.026810300481132934,0.0,0.21129502425837945,0.08415959761013775,0.0,0.04248158346866248,991.41,29.447821782178217,33.666666666666664,1
13,0.019661387579386957,0.0,0.010162582906493448,0.027352399798432462,0.014580096126140233,0.524755507254195,0.09776617901881869,0.0,0.2858045531634395,0.01991729415309397,5066.953333333334,142.7310798122066,35.5,2
14,0.042933585462128415,0.0,0.013063599734177898,0.045233508506353354,0.009421210595856915,0.6145851227124539,0.07949840124492431,0.024504726724101807,0.07775803096376172,0.09300181405624175,3618.9616666666666,98.25235294117647,36.833333333333336,0
15,0.029063536802617675,0.0,0.0061924698931787045,0.043760543453060755,0.005028507562425013,0.6605647976560907,0.07950370168565214,0.018740110681082882,0.11956208375263992,0.0375842485132522,5255.038333333333,129.7540329218107,40.5,0
16,0.012903608430845715,0.0,0.012782416312974776,0.028606239073370225,0.018577462391765123,0.511138587054619,0.07481885646211843,0.0,0.3231641972698252,0.01800863300448153,6463.566666666667,155.12560000000002,41.666666666666664,2
17,0.022511273912654447,0.0,0.009694599925961493,0.033710621718781156,0.008424950626373967,0.4730940786153279,0.06132037678933705,0.0,0.36869715033618516,0.022546948075378923,5699.736666666667,144.90855932203388,39.333333333333336,2
18,0.031979090735640175,0.0,0.01475406093398628,0.0434439622909196,0.01858954602011347,0.6881083654995508,0.09818849974152875,0.014650917042958414,0.06389091371626218,0.026394644019040445,4088.14,110.99022624434389,36.833333333333336,0
19,0.009751532179064848,0.005056227630479386,0.0,0.14224665255774405,0.024623545843473205,0.6617849647448277,0.05305569303840692,0.0069860462657128225,0.0,0.09649533774029107,4539.286666666667,122.1332735426009,37.166666666666664,0
20,0.02737989258642689,0.0,0.011625413292313959,0.050431305147427524,0.008454074603216236,0.6134318652038343,0.07390738857886073,0.022522213256519718,0.14481778109663057,0.0474300662347701,4320.993333333333,121.14934579439252,35.666666666666664,0
21,0.013871429720159072,0.006544516384701798,0.0,0.09688523906026866,0.02483923710529414,0.6496659884309752,0.09904242891842274,0.009537371329460706,0.0,0.0996137890507177,4912.255,120.79315573770491,40.666666666666664,0
22,0.018627527244528607,0.0,0.009796604978036643,0.0347973950268252,0.015816169016960525,0.42500826512578793,0.10839925176302426,0.0,0.3807971349184548,0.006757651926382038,5484.893333333333,146.26382222222222,37.5,2
23,0.015265566495631674,0.0,0.020973859381500485,0.03114408542504507,0.013292192483705449,0.4615746775759257,0.1041072666759118,0.0,0.3241831923450284,0.029459159617251422,4807.333333333333,132.92165898617512,36.166666666666664,2
24,0.16405427939982448,0.10696588058386398,0.1000152920230254,0.23145751184221544,0.033094486497507764,0.0,0.21062030999115247,0.07312317724546974,0.0,0.08066906241694065,915.5100000000001,27.328656716417914,33.5,1
25,0.014673888453185327,0.0009647796513030889,0.0,0.155513807613417,0.05391077461389961,0.5789922176640927,0.11524427259290541,0.008070308729488418,0.0,0.0726299506817085,3536.213333333333,93.05824561403509,38.0,0
26,0.026428849015369023,0.0,0.017576627149424234,0.02515585495994834,0.011019562586534781,0.5050435832381481,0.12227577055667445,0.0,0.2777110783729909,0.014788674120910054,4511.673333333333,138.82071794871794,32.5,2
27,0.13541851106354832,0.10975867143931659,0.07613245378325051,0.2587557208764716,0.011928319595675155,0.0,0.17755362502779878,0.09289527697470279,0.0,0.13755742123923642,1176.6116666666667,32.235936073059364,36.5,1
28,0.022907935532403587,0.0,0.015300737400907398,0.052621864227540845,0.01539455690509851,0.6654552846385179,0.05968960020993813,0.012669032323198673,0.11975039932776285,0.03621058943463211,4903.031666666667,125.71876068376069,39.0,0
29,0.016034734221074074,0.0,0.010886123605221152,0.033135247061992376,0.012627731975960295,0.4354131116481155,0.09164808491947739,0.0,0.37468913514911567,0.025565831419043523,5445.158333333334,149.18242009132422,36.5,2
30,0.008591977349634341,0.010634110937221851,0.0,0.1203833511416209,0.027378879761160387,0.6374157302010123,0.09250554330885384,0.005013904188856385,0.0,0.09807650311164,4128.8516666666665,114.69032407407407,36.0,0
31,0.014594482748946138,0.0,0.013150465382160468,0.032091320581791996,0.0055937041894915515,0.5222725285413349,0.0723861561374099,0.0,0.3298596254965362,0.010051716922328757,5702.84,157.68221198156684,36.166666666666664,2
32,0.03939273825448904,0.0,0.013467498388347815,0.05089937278749113,0.010314085229152746,0.6160567966268449,0.10656405529323272,0.028852850657148425,0.07475231386333678,0.05970028889995635,3410.0616666666665,97.43033333333332,35.0,0
33,0.019661583561441147,0.0,0.006499916771472959,0.03831864503957978,0.015720173361939285,0.4303989883110157,0.09794610490493452,0.0,0.37709651118344795,0.014358076866168527,4325.44,136.59284210526314,31.666666666666668,2
34,0.15340858085018522,0.13540513366807708,0.07615519501116146,0.2409391775837408,0.02538107520961381,0.0,0.2031503414266307,0.05055418240141718,0.0,0.11500631384917381,1113.9533333333334,32.92472906403941,33.833333333333336,1
35,0.021963459501131224,0.0,0.010474120522512193,0.035130302736424986,0.007937915770013123,0.555158156795396,0.08708597930525667,0.0,0.2572176262547523,0.02503243911451345,5430.6866666666665,151.5540465116279,35.833333333333336,2
36,0.045425413410520823,0.0,0.020687017946948084,0.07211387620933941,0.0038572288985391123,0.5569528535288121,0.0867924771164747,0.03386445315789163,0.1586516003048455,0.021655079426628716,3107.5849999999996,86.32180555555554,36.0,0
37,0.017751465824730403,0.0,0.006639285533164895,0.02336802245972477,0.011521466904024728,0.5620551974523453,0.08489462576444597,0.0,0.26706520368104386,0.026704732380520173,5126.806666666666,143.7422429906542,35.666666666666664,2
38,0.01120239533966548,0.0,0.007819673437524585,0.029659281306737173,0.006442881006050781,0.6511489681797256,0.06778716844681064,0.0,0.2175535071027262,0.008386125180759523,6567.196666666667,177.4918018018018,37.0,2
39,0.019922921821112462,0.0,0.010239098555490543,0.02637192523054719,0.011408383228209891,0.5346097786232665,0.07317410785293872,0.0,0.30082745225156354,0.023446332436871168,5249.6483333333335,139.3711946902655,37.666666666666664,2
40,0.04251565337921805,0.0,0.02117806615046363,0.07101436287161839,0.0104112895516681,0.567286827263168,0.11723783577095881,0.025340550616575856,0.08561800975050186,0.05939740464582737,2789.6,81.2504854368932,34.333333333333336,0
41,0.035664592990245894,0.0,0.009077164114368475,0.041950955915794605,0.0006470140197611148,0.6714193042850032,0.10226109270762511,0.01790226674090819,0.08344541920396623,0.037632190022327254,3954.0616666666665,111.38201877934272,35.5,0
42,0.022184571299907384,0.0,0.013205968069468872,0.017053106386955893,0.0051285441784982965,0.6155439894471209,0.0642266851044667,0.0,0.24187929613485934,0.020777839378722608,6276.96,167.3856,37.5,2
43,0.04450026378250693,0.0,0.018622735264572306,0.08115002978522631,0.012903662085833073,0.5564014491003003,0.10020689633812065,0.022307947235239278,0.10888642485399044,0.05502059155421066,3228.67,85.33929515418502,37.833333333333336,0
44,0.03667414674877361,0.0,0.021298353387905623,0.11267588133259775,0.016282225237449117,0.5362597601403571,0.09972862957937584,0.03899023861710429,0.07025064487751054,0.06784012007892605,2682.68,80.08,33.5,0
45,0.03596534843786042,0.0,0.027057436502037575,0.0849183689161135,0.010585642155983288,0.5745495553220391,0.09810749160622294,0.026125535023195017,0.032479175743906505,0.11021144629264167,3251.4166666666665,84.8195652173913,38.333333333333336,0
46,0.17916371007098825,0.10469642124677021,0.10170240030658775,0.2956685499058381,0.02873062494199085,0.0,0.17617717418315623,0.06294929026733613,0.0,0.05091182907733258,1113.3300000000002,30.090000000000003,37.0,1
47,0.012688460704054895,0.0,0.007733579686706459,0.026953078200839937,0.00919790108121666,0.5046845083563959,0.05490146653817635,0.0,0.3625212929367602,0.021319712495849765,6691.381666666667,183.32552511415525,36.5,2
48,0.018982489740807837,0.0,0.012184881503862134,0.026210419619601556,0.01087446368217976,0.4884610430701857,0.0899566760423731,0.0,0.33114134562756364,0.02218868071342612,5654.685,137.36076923076922,41.166666666666664,2
49,0.04441607821174143,0.0,0.010731289692024214,0.048115150478893406,0.0021683516506724168,0.6967893855957932,0.05579880750812575,0.015112667779204215,0.08012788360512527,0.04674038547842026,4103.731666666667,109.92138392857143,37.333333333333336,0
50,0.01702537679124566,0.0,0.008657278825668137,0.024212457782667705,0.005405750308718129,0.4224791873198291,0.08091912682600297,0.0,0.42128616992536616,0.02001465222050216,5694.245,158.90916279069768,35.833333333333336,2
