user_id,category,cat_mean,cat_std
6,Transport,19.73033333333333,36.83608664333661
6,Utilities,61.556,12.655847660271517
7,Dining,19.604482758620687,9.861780589449065
7,Education,24.60928571428571,19.51613955613669
7,Entertainment,15.162758620689655,11.121787464429486
7,Groceries,35.22734693877551,14.510650797418629
7,Healthcare,39.765,2.1849599538664344
7,Shopping,56.42681818181818,41.53435427007424
7,Transport,13.883636363636365,10.270723507311274
7,Utilities,50.738,14.301526841564852
8,Dining,19.588125,10.393503239203485
8,Education,20.6375,11.619140458743065
8,Groceries,39.35465517241379,14.464218915184334
8,Healthcare,30.564285714285717,25.33900739402168
8,Rent,522.2704166666666,111.03552406399793
8,Shopping,59.71857142857142,41.042095076323385
8,Transport,23.329,37.87373069380236
8,Utilities,58.80586206896551,19.783009036840784
9,Dining,19.264193548387095,10.331657425664593
9,Entertainment,13.222083333333332,8.768163745677569
9,Groceries,34.76166666666666,15.907254201523404
9,Healthcare,46.906666666666666,30.270450437629265
9,Rent,504.40555555555557,106.23798224643987
9,Shopping,63.23833333333333,115.54874477898927
9,Travel,206.605,153.21841717690182
9,Utilities,73.486,8.485351037065127
10,Dining,19.587,9.848519983330947
10,Entertainment,16.70888888888889,10.778113929128837
10,Groceries,36.724583333333335,13.921239943265507
10,Healthcare,44.87083333333334,36.65967302793563
10,Rent,506.6682142857143,91.36317927000324
10,Shopping,76.09261904761904,124.11096158541443
10,Travel,247.728125,176.0706772094812
10,Utilities,57.44727272727273,16.72353915348608
11,Dining,22.98346153846154,25.84302999917892
11,Education,35.835,14.262343776532665
11,Groceries,49.49222222222222,77.13393499128733
11,Healthcare,52.263333333333335,21.302988053322473
11,Rent,486.2626666666667,109.92155494223842
11,Shopping,56.70777777777778,33.726436100831826
11,Transport,12.116923076923078,6.909284073640077
11,Utilities,71.98833333333333,43.76788068985406
12,Dining,19.522884615384616,9.00223661457844
12,Education,23.459999999999997,25.12641339308099
12,Entertainment,16.66,9.239826838204273
12,Groceries,47.66282051282052,38.71201207219101
12,Healthcare,26.580000000000002,22.449150540722027
12,Shopping,52.37,44.035108423995545
12,Transport,17.879285714285714,28.341131989281276
12,Utilities,63.175000000000004,11.71567184017488
13,Dining,18.113333333333333,11.299671363215245
13,Entertainment,15.447999999999999,8.264706572942691
13,Groceries,37.798181818181824,17.27363629414811
13,Healthcare,55.4075,28.06499586419251
13,Rent,498.54593750000004,128.21527051268555
13,Shopping,67.55136363636365,98.20778005440063
13,Travel,206.87976190476192,136.55762492198002
13,Utilities,50.46,19.647567048087428
14,Dining,21.680232558139537,26.022770842582876
14,Entertainment,16.685882352941174,9.337355125264013
14,Groceries,37.776538461538465,12.087272626132892
14,Healthcare,34.095,24.488691063427623
14,Rent,533.7984,85.52581090329787
14,Shopping,52.30939393939394,41.39526859583365
14,Transport,13.30225,8.112942331190995
14,Travel,211.0525,194.87990380524838
14,Utilities,87.8008695652174,92.29320145911682
15,Dining,17.968235294117648,8.618507923273576
15,Entertainment,13.016666666666667,7.298147188221979
15,Groceries,40.58176470588235,16.24679054004359
15,Healthcare,39.6375,19.290551011656806
15,Rent,718.1986206896553,1081.674344281402
15,Shopping,62.66925,52.869707161289554
15,Transport,15.15076923076923,20.666693823716436
15,Travel,251.32133333333334,119.7153643837073
15,Utilities,74.065,80.92971650347808
16,Dining,17.872142857142858,8.88807622277166
16,Entertainment,17.093793103448274,9.488276380352268
16,Groceries,42.66884615384616,15.25292898480107
16,Healthcare,48.03066666666667,37.44978971267809
16,Rent,535.7478378378379,109.23533817545629
16,Shopping,55.799615384615386,37.90103744048251
16,Travel,232.08814814814815,274.730080171835
16,Utilities,77.6,24.28350571890311
17,Dining,21.995714285714286,14.311304722391414
17,Entertainment,14.414782608695653,7.877868233547597
17,Groceries,34.93484848484848,16.398409244727848
17,Healthcare,32.013333333333335,38.70526999001557
17,Rent,490.27484848484846,87.36539911920265
17,Shopping,61.67823529411765,36.876452572979424
17,Travel,225.1582142857143,128.3952578861943
17,Utilities,59.31307692307693,22.88581925728077
18,Dining,17.052391304347825,10.56871256424833
18,Entertainment,13.403703703703703,10.275827179187289
18,Groceries,34.37516129032259,16.826606683259648
18,Healthcare,56.9975,17.28712051540932
18,Rent,625.1296296296297,733.0971975880116
18,Shopping,66.90138888888889,48.06629066212488
18,Transport,12.392068965517241,6.202177255557891
18,Travel,261.195,180.6685815242927
18,Utilities,58.85727272727272,17.3171268349626
19,Dining,22.132500000000004,13.09435209615893
19,Education,34.4275,29.702715223808518
19,Groceries,54.56605633802817,73.8011412315724
19,Healthcare,44.70933333333333,27.144028142660105
19,Rent,514.976857142857,98.67955985891697
19,Shopping,51.6075,33.69009554695509
19,Transport,11.891875,7.836549596814489
19,Utilities,62.574285714285715,17.165430964850813
20,Dining,19.185135135135134,9.014747984898483
20,Entertainment,18.8375,11.01885989262652
20,Groceries,42.17677419354839,13.479270600220861
20,Healthcare,36.53,28.439891701622212
20,Rent,496.9940625,89.34762339057684
20,Shopping,56.35647058823529,31.55397980780285
20,Transport,19.463666666666665,30.27828019569796
20,Travel,288.8107692307692,167.51854098683816
20,Utilities,81.97800000000001,87.40198095172508
21,Dining,18.583636363636366,18.33599882236724
21,Education,48.2225,25.381797119195483
21,Groceries,40.79357142857143,15.91463268306413
21,Healthcare,33.27727272727273,33.81282965607359
21,Rent,517.5121621621622,85.20569549739733
21,Shopping,88.45848484848486,126.36335381849273
21,Transport,28.110000000000003,49.90989169382046
21,Utilities,63.82543478260869,18.79681234282046
22,Dining,19.156875,10.69626538307466
22,Entertainment,13.433333333333332,9.936481166439883
22,Groceries,38.172000000000004,13.017898659816083
22,Healthcare,43.375,21.898631131980498
22,Rent,518.0277777777778,86.10889913508598
22,Shopping,79.27444444444444,154.4842987837504
22,Travel,240.99596153846153,124.06836630932622
22,Utilities,74.13,14.324723383018611
23,Dining,18.346666666666668,10.942086942931255
23,Entertainment,22.406296296296297,45.151030327126975
23,Groceries,49.906666666666666,33.994257473527355
23,Healthcare,27.385714285714283,25.915626920476356
23,Rent,493.0985185185185,124.5742659159187
23,Shopping,62.55979166666666,54.92693326436506
23,Travel,207.79422222222223,161.45626463097017
23,Utilities,60.69428571428572,28.997662960018985
24,Dining,20.025777777777776,9.5782804702972
24,Education,32.64277777777777,21.61804224839971
24,Entertainment,15.260833333333332,8.555657568449744
24,Groceries,36.326,14.821005403698853
24,Healthcare,36.358,12.63899204841905
24,Shopping,55.09285714285714,34.142124002887854
24,Transport,12.171818181818182,6.3663256939076796
24,Utilities,55.39,16.382615350251182
25,Dining,19.45875,10.525172286792584
25,Education,20.47,1.0
25,Groceries,41.76683544303798,18.26613024743237
25,Healthcare,38.128,26.372576456719532
25,Rent,454.9866666666666,93.56232299710918
25,Shopping,69.86200000000001,32.633913143520246
25,Transport,13.171538461538463,6.962611873612094
25,Utilities,57.074444444444445,21.618953104471395
26,Dining,23.84766666666667,21.21914501240498
26,Entertainment,18.3,10.539875900597691
26,Groceries,35.840526315789475,15.091299728167222
26,Healthcare,29.830000000000002,18.495237825511254
26,Rent,525.8288461538461,105.50594012952722
26,Shopping,75.22749999999999,133.24198537134484
26,Travel,227.80757575757573,151.11385269123872
26,Utilities,57.190000000000005,17.03225175952963
27,Dining,18.384807692307692,7.708690662297877
27,Education,29.802307692307693,24.6585584830407
27,Entertainment,13.781282051282052,7.683838192317821
27,Groceries,37.280204081632654,13.687713695408851
27,Healthcare,42.105000000000004,7.870098474606273
27,Shopping,59.68904761904762,32.82068142265817
27,Transport,29.809545454545454,56.12491811234011
27,Utilities,121.38875,186.4177824471153
28,Dining,18.71972222222222,10.51523533765884
28,Entertainment,20.46,16.59079176617474
28,Groceries,36.85809523809524,16.704971837398276
28,Healthcare,64.69714285714285,18.49089750326334
28,Rent,652.5496666666667,799.5022790353029
28,Shopping,50.17028571428572,37.93688120811092
28,Transport,11.646875,7.636922381937762
28,Travel,270.9876923076923,180.3359230784707
28,Utilities,62.661764705882355,15.107499476788883
29,Dining,16.899032258064516,9.295528084277484
29,Entertainment,16.93619047619048,7.396347393268164
29,Groceries,41.636923076923075,13.801098440118677
29,Healthcare,31.735384615384614,28.579656697082225
29,Rent,508.04857142857145,114.0758587995136
29,Shopping,85.54942857142858,162.22021029784062
29,Travel,230.97075471698113,240.03659591058718
29,Utilities,69.605,21.280591029044622
30,Dining,15.203571428571427,9.432119108616094
30,Education,32.93,33.78183789299468
30,Groceries,42.003802816901405,23.068572893267408
30,Healthcare,33.913,26.852692916020644
30,Rent,509.37967741935483,87.45998058098233
30,Shopping,71.6140625,40.40286813991615
30,Transport,13.80111111111111,5.866931575458427
30,Utilities,78.37612903225806,59.53856563480063
31,Dining,17.22,9.69904855422133
31,Entertainment,17.998800000000003,15.279954821050138
31,Groceries,42.23346153846153,12.73848309409176
31,Healthcare,27.342857142857145,18.964001612076952
31,Rent,470.2794736842105,88.27709044261033
31,Shopping,56.291818181818186,38.87171610434
31,Travel,262.48418604651164,416.5718506379957
31,Utilities,68.788,19.942628211948392
32,Dining,21.210263157894737,17.58436044788973
32,Entertainment,17.221875,8.078222757306627
32,Groceries,38.571111111111115,15.93698271156488
32,Healthcare,52.7575,21.754983145630494
32,Rent,525.1979166666666,93.78395422130617
32,Shopping,66.0709090909091,61.07775896161161
32,Transport,15.535263157894738,7.688859521391132
32,Travel,191.1825,131.3910721852897
32,Utilities,55.52227272727273,14.874062093462335
33,Dining,17.59551724137931,9.276257552870778
33,Entertainment,9.922941176470587,5.763235598066726
33,Groceries,43.237826086956524,13.020274734052183
33,Healthcare,45.33111111111111,25.84793726994692
33,Rent,485.65173913043475,96.53185661890322
33,Shopping,70.61,101.2760802107642
33,Travel,208.22659574468085,139.90202813081603
33,Utilities,62.105,19.885486918856177
34,Dining,25.00829268292683,37.39644608130825
34,Education,36.2004,23.197469955435515
34,Entertainment,15.90625,10.51131763325116
34,Groceries,39.27731707317073,13.258616448255498
34,Healthcare,42.41,17.571586913727135
34,Shopping,59.03478260869565,42.37420054162086
34,Transport,12.99576923076923,6.4988640072412185
34,Utilities,69.8790909090909,19.22152306896904
35,Dining,17.45512195121951,9.661099089117972
35,Entertainment,15.513181818181819,11.35078238812245
35,Groceries,49.76913043478261,56.244699298773796
35,Healthcare,36.949999999999996,30.691493392578124
35,Rent,516.8382857142857,95.13420231397312
35,Shopping,88.675625,208.45875075740693
35,Travel,204.41975609756096,129.48707901732521
35,Utilities,58.26142857142857,22.00636266633352
36,Dining,18.412608695652175,11.111806820731543
36,Entertainment,13.775714285714285,8.290699129958346
36,Groceries,42.01875,16.144376979757258
36,Healthcare,17.98,15.812313767019257
36,Rent,472.0304545454546,100.83575161888491
36,Shopping,57.79607142857143,30.105189824431925
36,Transport,19.133939393939393,27.85101489840562
36,Travel,211.29571428571427,140.16149244651743
36,Utilities,44.86333333333333,14.231786606044935
37,Dining,18.829310344827583,11.288971524404591
37,Entertainment,13.615333333333334,9.572400704008125
37,Groceries,35.941,16.396887670017072
37,Healthcare,27.26230769230769,23.053138309077053
37,Rent,508.50852941176475,104.84455223870944
37,Shopping,58.031777777777776,39.242427485433346
37,Travel,182.55888888888887,155.4949457556597
37,Utilities,63.189230769230775,19.80713821729364
38,Dining,13.7940625,7.40572570963105
38,Entertainment,15.406,11.461930764147253
38,Groceries,37.69903225806452,16.842585778286082
38,Healthcare,28.20777777777778,30.173540054896517
38,Rent,557.7682608695652,368.7432043776346
38,Shopping,66.77575,75.7531777073174
38,Travel,219.80256410256408,122.33832677667094
38,Utilities,66.088,20.541933209900176
39,Dining,16.09051282051282,11.278105465369137
39,Entertainment,16.1255,9.150823071983023
39,Groceries,41.533,19.26986687742508
39,Healthcare,32.66727272727273,26.446084432637317
39,Rent,495.26705882352945,111.68274204135226
39,Shopping,45.19274509803921,40.89226166787214
39,Travel,242.9597435897436,145.33830935345983
39,Utilities,61.5425,20.792026061143556
40,Dining,17.356341463414633,8.247646256992828
40,Entertainment,15.411739130434784,10.925441805992401
40,Groceries,42.450357142857136,15.722820989495647
40,Healthcare,43.565,17.431688577606778
40,Rent,527.5011111111112,110.06630535801317
40,Shopping,61.32125,37.26819008129431
40,Transport,12.118285714285713,7.936133109991023
40,Travel,159.22666666666666,114.50160970484214
40,Utilities,62.135625000000005,17.97240068132246
41,Dining,18.002553191489362,8.838226624229524
41,Entertainment,15.382142857142856,9.983668339667714
41,Groceries,43.27217391304348,13.520888202576089
41,Healthcare,7.675,8.152941187080893
41,Rent,692.5652173913044,741.3407513961663
41,Shopping,62.20717948717949,35.86175994072076
41,Transport,10.89025641025641,6.810528029293087
41,Travel,219.96555555555557,163.97852055308272
41,Utilities,52.51764705882353,17.25311693919818
42,Dining,17.776808510638297,8.885305922257258
42,Entertainment,21.624347826086957,20.362831966396516
42,Groceries,37.779411764705884,14.909627959219941
42,Healthcare,38.63,23.6245327996132
42,Rent,662.3562857142857,676.9946090761367
42,Shopping,54.97477272727272,39.402329732126745
42,Travel,216.8952380952381,271.15658870159024
42,Utilities,65.21083333333333,17.311055562760163
43,Dining,19.156888888888886,11.232366143957346
43,Entertainment,15.685217391304347,9.652151370909829
43,Groceries,42.48756756756757,11.816773719638585
43,Healthcare,31.24625,27.90027902446241
43,Rent,513.2676190476191,101.3911554281123
43,Shopping,60.6628125,33.61524723504778
43,Transport,12.710294117647058,7.714155616823555
43,Travel,234.3722222222222,136.3863886883308
43,Utilities,59.21444444444444,20.505419146632555
44,Dining,14.39780487804878,9.677283583784016
44,Entertainment,16.324761904761903,9.068441221647532
44,Groceries,62.53931034482759,110.74719131978777
44,Healthcare,52.416,25.23076356355471
44,Rent,507.7458823529412,90.98831051698504
44,Shopping,51.78193548387097,34.598223212505665
44,Transport,17.93114285714286,34.40394255548838
44,Travel,226.152,114.34399883684321
44,Utilities,64.23294117647059,13.92228912782749
45,Dining,16.70547619047619,9.56064320787047
45,Entertainment,17.595000000000002,10.175096288623445
45,Groceries,40.40560975609756,16.490857171290475
45,Healthcare,51.6275,14.391956955188544
45,Rent,560.4300000000001,99.7139147234411
45,Shopping,63.79766666666667,37.89554224383157
45,Transport,14.990294117647059,20.98483312116145
45,Travel,126.724,72.7486819811878
45,Utilities,89.58583333333333,142.4053020482358
46,Dining,27.200227272727272,67.42394518024051
46,Education,34.9685,23.80753447191832
46,Entertainment,14.45468085106383,8.543040353579409
46,Groceries,39.5012,14.385519312056518
46,Healthcare,38.384,32.84980106484665
46,Shopping,69.2270588235294,39.92044851399873
46,Transport,12.367647058823529,6.627493268436636
46,Utilities,68.018,37.110523709589444
47,Dining,15.919375,10.307216681811168
47,Entertainment,20.699333333333335,24.600101761307148
47,Groceries,47.04869565217391,12.971951316151962
47,Healthcare,41.03111111111111,28.12483486371273
47,Rent,506.55550000000005,100.49151947763092
47,Shopping,51.260465116279065,38.42954548840231
47,Travel,330.7865909090909,647.7697018516266
47,Utilities,65.8423076923077,14.737128368990431
48,Dining,16.101,9.95142504934949
48,Entertainment,16.5364,8.50007690161291
48,Groceries,42.34619047619047,15.131210617855556
48,Healthcare,28.38076923076923,22.7863334265441
48,Rent,517.8925,101.03335913481509
48,Shopping,58.693461538461534,41.93219110096566
48,Travel,220.2941176470588,221.2173480916582
48,Utilities,57.909230769230774,19.3399489233807
49,Dining,19.884181818181816,19.778404112202512
49,Entertainment,17.615333333333336,19.20134811735388
49,Groceries,38.21645161290323,15.54426100921432
49,Healthcare,53.39,1.0
49,Rent,536.144375,98.80082482800205
49,Shopping,50.885185185185186,47.03397220425404
49,Transport,10.336388888888889,6.2548952955849035
49,Travel,219.21555555555557,139.3993495421617
49,Utilities,63.93666666666666,21.50876428752871
50,Dining,18.1775,9.97734045628619
50,Entertainment,14.084761904761903,7.465172214388372
50,Groceries,43.53842105263158,18.122737487341354
50,Healthcare,36.938,28.931134958725696
50,Rent,497.7310344827587,101.0068348940813
50,Shopping,67.43024390243902,37.95172851714431
50,Travel,252.51649122807018,178.08236619099313
50,Utilities,62.16454545454545,18.367770340265235
