user_id,category,year_month,amount
5,Utilities,2026-03,151.54000000000002
5,Utilities,2026-04,192.55
5,Utilities,2026-05,122.78
5,Utilities,2026-06,154.29
5,Utilities,2026-07,171.7
5,Utilities,2026-08,251.4
6,Dining,2026-03,124.34
6,Dining,2026-04,182.04
6,Dining,2026-05,114.44
6,Dining,2026-06,164.12
6,Dining,2026-07,175.54000000000002
6,Dining,2026-08,110.7
6,Education,2026-03,8.84
6,Education,2026-05,169.8
6,Education,2026-06,26.21
6,Education,2026-07,62.89
6,Education,2026-08,95.11
6,Entertainment,2026-03,77.08
6,Entertainment,2026-04,51.29
6,Entertainment,2026-05,82.1
6,Entertainment,2026-06,92.2
6,Entertainment,2026-07,25.7
6,Entertainment,2026-08,14.98
6,Groceries,2026-03,247.14
6,Groceries,2026-04,170.71
6,Groceries,2026-05,425.49
6,Groceries,2026-06,115.35
6,Groceries,2026-07,289.1
6,Groceries,2026-08,437.78000000000003
6,Healthcare,2026-03,71.0
6,Healthcare,2026-04,90.62
6,Healthcare,2026-06,1.0
6,Healthcare,2026-07,458.6
6,Shopping,2026-03,287.77
6,Shopping,2026-04,169.07
6,Shopping,2026-05,154.57
6,Shopping,2026-06,310.61
6,Shopping,2026-07,37.06
6,Shopping,2026-08,177.97
6,Shopping,2026-09,13.97
6,Transport,2026-03,8.33
6,Transport,2026-04,252.48999999999998
6,Transport,2026-05,61.59
6,Transport,2026-06,23.92
6,Transport,2026-07,144.39
6,Transport,2026-08,84.23
6,Transport,2026-09,16.96
6,Utilities,2026-03,73.16
6,Utilities,2026-04,117.68
6,Utilities,2026-05,47.51
6,Utilities,2026-07,69.43
7,Dining,2026-03,244.97
7,Dining,2026-04,64.03999999999999
7,Dining,2026-05,231.0
7,Dining,2026-06,137.52
7,Dining,2026-07,264.12
7,Dining,2026-08,195.41
7,Education,2026-03,158.05
7,Education,2026-04,63.66
7,Education,2026-05,168.75
7,Education,2026-06,203.67
7,Education,2026-07,50.57
7,Education,2026-08,44.36
7,Entertainment,2026-03,98.44999999999999
7,Entertainment,2026-04,49.120000000000005
7,Entertainment,2026-05,83.76
7,Entertainment,2026-06,41.61
7,Entertainment,2026-07,92.86
7,Entertainment,2026-08,73.92
7,Groceries,2026-03,135.8
7,Groceries,2026-04,123.4
7,Groceries,2026-05,416.07
7,Groceries,2026-06,507.8
7,Groceries,2026-07,371.63
7,Groceries,2026-08,171.44
7,Healthcare,2026-03,41.31
7,Healthcare,2026-06,38.22
7,Shopping,2026-03,280.75
7,Shopping,2026-04,186.79
7,Shopping,2026-05,194.35
7,Shopping,2026-06,295.73
7,Shopping,2026-07,66.28
7,Shopping,2026-08,217.49
7,Transport,2026-03,113.26
7,Transport,2026-04,63.910000000000004
7,Transport,2026-05,47.53
7,Transport,2026-06,93.03999999999999
7,Transport,2026-07,54.19
7,Transport,2026-08,83.62
7,Transport,2026-09,2.61
7,Utilities,2026-03,47.43
7,Utilities,2026-04,152.65
7,Utilities,2026-05,53.61
8,Dining,2026-03,56.44
8,Dining,2026-04,77.09
8,Dining,2026-05,11.22
8,Dining,2026-07,119.75
8,Dining,2026-08,48.91
8,Education,2026-04,37.28
8,Education,2026-07,33.49
8,Education,2026-08,11.78
8,Groceries,2026-03,528.11
8,Groceries,2026-04,442.34
8,Groceries,2026-05,411.06
8,Groceries,2026-06,202.72
8,Groceries,2026-07,413.87
8,Groceries,2026-08,284.47
8,Healthcare,2026-03,207.85
8,Healthcare,2026-04,75.26
8,Healthcare,2026-05,73.04
8,Healthcare,2026-06,138.31
8,Healthcare,2026-07,7.33
8,Healthcare,2026-08,140.06
8,Rent,2026-03,2078.9
8,Rent,2026-04,2279.83
8,Rent,2026-05,1589.6100000000001
8,Rent,2026-06,4016.16
8,Rent,2026-07,891.4300000000001
8,Rent,2026-08,1678.56
8,Shopping,2026-03,119.46
8,Shopping,2026-05,224.8
8,Shopping,2026-06,341.3
8,Shopping,2026-07,577.26
8,Shopping,2026-08,409.3
8,Transport,2026-03,8.09
8,Transport,2026-04,16.759999999999998
8,Transport,2026-05,31.46
8,Transport,2026-06,1.0
8,Transport,2026-07,175.98000000000002
8,Utilities,2026-03,119.16
8,Utilities,2026-04,364.09000000000003
8,Utilities,2026-05,377.13
8,Utilities,2026-06,272.49
8,Utilities,2026-07,300.95
8,Utilities,2026-08,271.55
9,Dining,2026-03,121.21
9,Dining,2026-04,104.35
9,Dining,2026-05,155.82
9,Dining,2026-06,54.02
9,Dining,2026-07,45.209999999999994
9,Dining,2026-08,79.44
9,Dining,2026-09,37.14
9,Entertainment,2026-03,49.87
9,Entertainment,2026-04,47.96
9,Entertainment,2026-05,68.82
9,Entertainment,2026-06,58.72
9,Entertainment,2026-07,23.97
9,Entertainment,2026-08,67.99
9,Groceries,2026-03,253.46
9,Groceries,2026-04,138.92000000000002
9,Groceries,2026-05,95.5
9,Groceries,2026-06,99.76
9,Groceries,2026-07,176.93
9,Groceries,2026-08,69.71000000000001
9,Healthcare,2026-03,98.34
9,Healthcare,2026-04,1.0
9,Healthcare,2026-05,209.78
9,Healthcare,2026-06,52.17
9,Healthcare,2026-07,153.95
9,Healthcare,2026-08,47.64
9,Rent,2026-03,2389.92
9,Rent,2026-04,2849.9700000000003
9,Rent,2026-05,916.21
9,Rent,2026-06,3901.15
9,Rent,2026-07,2397.64
9,Rent,2026-08,1164.06
9,Shopping,2026-03,155.61
9,Shopping,2026-04,465.61
9,Shopping,2026-05,171.18
9,Shopping,2026-06,272.67
9,Shopping,2026-07,201.45
9,Shopping,2026-08,1009.0600000000001
9,Shopping,2026-09,1.0
9,Travel,2026-03,490.57
9,Travel,2026-04,1194.54
9,Travel,2026-05,2335.36
9,Travel,2026-06,1444.47
9,Travel,2026-07,1695.27
9,Travel,2026-08,1517.2
9,Utilities,2026-03,65.75
9,Utilities,2026-04,87.93
9,Utilities,2026-05,367.65999999999997
9,Utilities,2026-07,142.87
9,Utilities,2026-08,70.65
10,Dining,2026-03,146.63
10,Dining,2026-04,89.21000000000001
10,Dining,2026-05,78.55
10,Dining,2026-06,61.92
10,Dining,2026-07,97.02
10,Dining,2026-08,114.28
10,Entertainment,2026-03,84.25
10,Entertainment,2026-04,94.0
10,Entertainment,2026-05,31.490000000000002
10,Entertainment,2026-07,61.98
10,Entertainment,2026-08,29.04
10,Groceries,2026-03,204.70999999999998
10,Groceries,2026-04,124.53
10,Groceries,2026-05,35.1
10,Groceries,2026-06,174.09
10,Groceries,2026-07,163.01999999999998
10,Groceries,2026-08,179.94
10,Healthcare,2026-04,76.56
10,Healthcare,2026-05,37.25
10,Healthcare,2026-06,135.7
10,Healthcare,2026-07,228.37
10,Healthcare,2026-08,60.57
10,Rent,2026-03,1057.6999999999998
10,Rent,2026-04,2677.17
10,Rent,2026-05,1918.0900000000001
10,Rent,2026-06,3580.01
10,Rent,2026-07,2406.31
10,Rent,2026-08,2547.4300000000003
10,Shopping,2026-03,417.39
10,Shopping,2026-04,553.21
10,Shopping,2026-05,587.29
10,Shopping,2026-06,1025.24
10,Shopping,2026-07,502.53
10,Shopping,2026-08,110.22999999999999
10,Travel,2026-03,1821.63
10,Travel,2026-04,391.03000000000003
10,Travel,2026-05,2200.39
10,Travel,2026-06,2076.03
10,Travel,2026-07,3304.31
10,Travel,2026-08,2097.56
10,Utilities,2026-03,88.72
10,Utilities,2026-04,73.81
10,Utilities,2026-05,144.65
10,Utilities,2026-06,126.65
10,Utilities,2026-07,141.71
10,Utilities,2026-08,56.38
11,Dining,2026-03,111.09
11,Dining,2026-04,96.06
11,Dining,2026-05,23.14
11,Dining,2026-06,60.99
11,Dining,2026-07,37.56
11,Dining,2026-08,268.73
11,Education,2026-08,71.67
11,Groceries,2026-03,408.11
11,Groceries,2026-04,146.11
11,Groceries,2026-05,790.52
11,Groceries,2026-06,885.29
11,Groceries,2026-07,378.68
11,Groceries,2026-08,509.3
11,Healthcare,2026-03,100.31
11,Healthcare,2026-04,91.21000000000001
11,Healthcare,2026-05,91.99
11,Healthcare,2026-06,83.17
11,Healthcare,2026-07,22.32
11,Healthcare,2026-08,81.37
11,Rent,2026-03,2036.38
11,Rent,2026-04,1743.44
11,Rent,2026-05,1328.6100000000001
11,Rent,2026-06,3841.78
11,Rent,2026-07,1643.1100000000001
11,Rent,2026-08,3322.5299999999997
11,Rent,2026-09,672.03
11,Shopping,2026-03,432.63
11,Shopping,2026-04,470.48
11,Shopping,2026-05,263.9
11,Shopping,2026-06,373.56
11,Shopping,2026-07,245.58
11,Shopping,2026-08,255.32999999999998
11,Transport,2026-03,40.06
11,Transport,2026-04,18.98
11,Transport,2026-05,88.55
11,Transport,2026-06,3.49
11,Transport,2026-07,6.44
11,Utilities,2026-03,292.73
11,Utilities,2026-04,540.39
11,Utilities,2026-05,563.59
11,Utilities,2026-06,310.65
11,Utilities,2026-07,1017.5699999999999
11,Utilities,2026-08,298.58
12,Dining,2026-03,165.92
12,Dining,2026-04,138.5
12,Dining,2026-05,170.82999999999998
12,Dining,2026-06,131.01
12,Dining,2026-07,255.72
12,Dining,2026-08,153.21
12,Education,2026-03,144.26999999999998
12,Education,2026-04,5.94
12,Education,2026-05,35.23
12,Education,2026-06,33.22
12,Education,2026-07,69.66
12,Education,2026-08,16.66
12,Entertainment,2026-03,90.99000000000001
12,Entertainment,2026-04,62.29
12,Entertainment,2026-05,136.2
12,Entertainment,2026-06,110.89999999999999
12,Entertainment,2026-07,84.91
12,Entertainment,2026-08,97.55000000000001
12,Entertainment,2026-09,16.92
12,Groceries,2026-03,140.86
12,Groceries,2026-04,254.96
12,Groceries,2026-05,712.91
12,Groceries,2026-06,204.18
12,Groceries,2026-07,227.33
12,Groceries,2026-08,275.61
12,Groceries,2026-09,43.0
12,Healthcare,2026-03,22.09
12,Healthcare,2026-04,91.77000000000001
12,Healthcare,2026-05,25.66
12,Healthcare,2026-07,1.0
12,Healthcare,2026-08,18.96
12,Shopping,2026-03,327.92
12,Shopping,2026-04,212.85000000000002
12,Shopping,2026-05,92.9
12,Shopping,2026-06,201.95000000000002
12,Shopping,2026-07,211.79999999999998
12,Shopping,2026-08,209.45999999999998
12,Transport,2026-03,58.39
12,Transport,2026-04,94.59
12,Transport,2026-05,33.71
12,Transport,2026-06,56.75
12,Transport,2026-07,93.33
12,Transport,2026-08,163.85000000000002
12,Utilities,2026-03,74.54
12,Utilities,2026-05,131.2
12,Utilities,2026-06,46.96
13,Dining,2026-03,146.81
13,Dining,2026-04,28.119999999999997
13,Dining,2026-05,34.18
13,Dining,2026-06,116.41
13,Dining,2026-07,164.82999999999998
13,Dining,2026-08,107.39
13,Entertainment,2026-03,9.43
13,Entertainment,2026-04,70.75
13,Entertainment,2026-05,20.63
13,Entertainment,2026-06,79.78999999999999
13,Entertainment,2026-07,78.3
13,Entertainment,2026-08,36.66
13,Entertainment,2026-09,13.4
13,Groceries,2026-03,135.28
13,Groceries,2026-04,218.4
13,Groceries,2026-05,84.03
13,Groceries,2026-06,26.57
13,Groceries,2026-07,201.76999999999998
13,Groceries,2026-08,165.51
13,Healthcare,2026-03,94.7
13,Healthcare,2026-05,45.08
13,Healthcare,2026-07,77.81
13,Healthcare,2026-08,225.67000000000002
13,Rent,2026-03,1725.48
13,Rent,2026-04,1001.0600000000001
13,Rent,2026-05,3651.9700000000003
13,Rent,2026-06,5175.35
13,Rent,2026-07,2840.5
13,Rent,2026-08,1559.11
13,Shopping,2026-03,143.58
13,Shopping,2026-04,438.02
13,Shopping,2026-05,210.64
13,Shopping,2026-06,416.19
13,Shopping,2026-07,1279.46
13,Shopping,2026-08,440.57
13,Shopping,2026-09,43.8
13,Travel,2026-03,1673.69
13,Travel,2026-04,2165.51
13,Travel,2026-05,1910.0
13,Travel,2026-06,1487.97
13,Travel,2026-07,701.3299999999999
13,Travel,2026-08,750.45
13,Utilities,2026-03,121.25
13,Utilities,2026-04,73.81
13,Utilities,2026-05,184.28
13,Utilities,2026-06,40.52
13,Utilities,2026-07,78.45
13,Utilities,2026-08,107.21000000000001
14,Dining,2026-03,109.46
14,Dining,2026-04,268.94
14,Dining,2026-05,128.67
14,Dining,2026-06,188.67000000000002
14,Dining,2026-07,136.18
14,Dining,2026-08,100.33
14,Entertainment,2026-04,16.57
14,Entertainment,2026-05,30.41
14,Entertainment,2026-06,109.44
14,Entertainment,2026-07,26.73
14,Entertainment,2026-08,100.50999999999999
14,Groceries,2026-03,298.84
14,Groceries,2026-04,212.75
14,Groceries,2026-05,141.89
14,Groceries,2026-06,71.73
14,Groceries,2026-07,97.33
14,Groceries,2026-08,159.65
14,Healthcare,2026-04,113.6
14,Healthcare,2026-05,47.9
14,Healthcare,2026-06,33.6
14,Healthcare,2026-08,9.47
14,Rent,2026-03,3268.74
14,Rent,2026-04,2505.37
14,Rent,2026-05,3708.2
14,Rent,2026-07,2236.7200000000003
14,Rent,2026-08,1204.69
14,Rent,2026-09,421.24
14,Shopping,2026-03,177.70999999999998
14,Shopping,2026-04,347.03
14,Shopping,2026-05,522.28
14,Shopping,2026-06,239.88
14,Shopping,2026-07,164.05
14,Shopping,2026-08,262.05
14,Shopping,2026-09,13.21
14,Transport,2026-03,71.1
14,Transport,2026-04,155.82
14,Transport,2026-05,111.14
14,Transport,2026-06,103.0
14,Transport,2026-07,78.46000000000001
14,Transport,2026-08,12.57
14,Travel,2026-03,161.34
14,Travel,2026-04,623.37
14,Travel,2026-05,356.61
14,Travel,2026-06,47.47
14,Travel,2026-08,499.63
14,Utilities,2026-03,503.88
14,Utilities,2026-04,197.93
14,Utilities,2026-05,196.75
14,Utilities,2026-06,687.98
14,Utilities,2026-07,121.8
14,Utilities,2026-08,311.08
15,Dining,2026-03,148.82
15,Dining,2026-04,142.61
15,Dining,2026-05,98.92
15,Dining,2026-06,192.33
15,Dining,2026-07,136.39
15,Dining,2026-08,197.31
15,Entertainment,2026-03,74.09
15,Entertainment,2026-04,41.230000000000004
15,Entertainment,2026-05,22.880000000000003
15,Entertainment,2026-07,19.11
15,Entertainment,2026-08,37.940000000000005
15,Groceries,2026-03,211.76
15,Groceries,2026-04,309.15999999999997
15,Groceries,2026-05,255.2
15,Groceries,2026-06,128.43
15,Groceries,2026-07,305.19
15,Groceries,2026-08,170.04
15,Healthcare,2026-04,65.15
15,Healthcare,2026-05,43.84
15,Healthcare,2026-06,23.0
15,Healthcare,2026-07,26.56
15,Rent,2026-03,1510.7
15,Rent,2026-04,1573.44
15,Rent,2026-05,2851.75
15,Rent,2026-06,8589.550000000001
15,Rent,2026-07,2726.42
15,Rent,2026-08,2908.09
15,Rent,2026-09,667.81
15,Shopping,2026-03,375.73
15,Shopping,2026-04,552.8299999999999
15,Shopping,2026-05,197.3
15,Shopping,2026-06,628.39
15,Shopping,2026-07,403.53
15,Shopping,2026-08,291.35
15,Shopping,2026-09,57.64
15,Transport,2026-03,85.50999999999999
15,Transport,2026-04,51.75
15,Transport,2026-05,84.6
15,Transport,2026-06,99.57
15,Transport,2026-07,179.27
15,Transport,2026-08,90.17999999999999
15,Travel,2026-03,963.87
15,Travel,2026-04,471.19
15,Travel,2026-05,252.66
15,Travel,2026-06,874.27
15,Travel,2026-07,629.3299999999999
15,Travel,2026-08,578.5
15,Utilities,2026-03,256.03999999999996
15,Utilities,2026-04,106.68
15,Utilities,2026-05,228.12
15,Utilities,2026-06,126.17999999999999
15,Utilities,2026-07,103.56
15,Utilities,2026-08,364.46
16,Dining,2026-03,48.42
16,Dining,2026-04,47.17
16,Dining,2026-05,89.09
16,Dining,2026-06,21.15
16,Dining,2026-07,220.55
16,Dining,2026-08,74.04
16,Entertainment,2026-03,127.83
16,Entertainment,2026-04,40.48
16,Entertainment,2026-05,92.39
16,Entertainment,2026-06,56.14
16,Entertainment,2026-07,61.54
16,Entertainment,2026-08,117.34
16,Groceries,2026-03,270.98
16,Groceries,2026-04,271.88
16,Groceries,2026-05,172.04
16,Groceries,2026-06,60.37
16,Groceries,2026-07,119.27
16,Groceries,2026-08,169.24
16,Groceries,2026-09,45.61
16,Healthcare,2026-03,157.92000000000002
16,Healthcare,2026-04,186.56
16,Healthcare,2026-05,81.81
16,Healthcare,2026-06,258.63
16,Healthcare,2026-08,35.54
16,Rent,2026-03,4542.82
16,Rent,2026-04,3408.66
16,Rent,2026-05,4439.0
16,Rent,2026-06,4031.23
16,Rent,2026-07,1910.29
16,Rent,2026-08,1490.67
16,Shopping,2026-03,362.7
16,Shopping,2026-04,677.06
16,Shopping,2026-05,461.22
16,Shopping,2026-06,315.15000000000003
16,Shopping,2026-07,510.42
16,Shopping,2026-08,575.03
16,Travel,2026-03,476.93
16,Travel,2026-04,2180.58
16,Travel,2026-05,1976.58
16,Travel,2026-06,3991.55
16,Travel,2026-07,3078.8
16,Travel,2026-08,828.3199999999999
16,Utilities,2026-03,198.71
16,Utilities,2026-04,79.18
16,Utilities,2026-05,169.57
16,Utilities,2026-06,126.22
16,Utilities,2026-07,59.82
16,Utilities,2026-08,64.9
17,Dining,2026-03,126.47999999999999
17,Dining,2026-04,166.66
17,Dining,2026-05,123.76
17,Dining,2026-06,61.019999999999996
17,Dining,2026-07,98.91
17,Dining,2026-08,159.47
17,Dining,2026-09,33.55
17,Entertainment,2026-03,27.509999999999998
17,Entertainment,2026-04,34.28
17,Entertainment,2026-05,78.15
17,Entertainment,2026-06,34.14
17,Entertainment,2026-07,95.06
17,Entertainment,2026-08,62.4
17,Groceries,2026-03,4.12
17,Groceries,2026-04,305.48
17,Groceries,2026-05,126.5
17,Groceries,2026-06,367.71
17,Groceries,2026-07,191.55
17,Groceries,2026-08,157.49
17,Healthcare,2026-04,247.14
17,Healthcare,2026-05,8.66
17,Healthcare,2026-06,10.46
17,Healthcare,2026-07,20.32
17,Healthcare,2026-08,1.54
17,Rent,2026-03,2373.85
17,Rent,2026-04,3412.71
17,Rent,2026-05,1884.9099999999999
17,Rent,2026-06,3217.55
17,Rent,2026-07,3673.55
17,Rent,2026-08,1616.5
17,Shopping,2026-03,427.65999999999997
17,Shopping,2026-04,499.21
17,Shopping,2026-05,256.63
17,Shopping,2026-06,291.62
17,Shopping,2026-07,374.04
17,Shopping,2026-08,247.9
17,Travel,2026-03,2455.53
17,Travel,2026-04,1991.6
17,Travel,2026-05,1676.45
17,Travel,2026-06,1863.59
17,Travel,2026-07,1377.57
17,Travel,2026-08,3244.12
17,Utilities,2026-03,119.00999999999999
17,Utilities,2026-04,154.51
17,Utilities,2026-05,130.64
17,Utilities,2026-06,74.23
17,Utilities,2026-07,219.77
17,Utilities,2026-08,72.91
18,Dining,2026-03,100.95
18,Dining,2026-04,122.88
18,Dining,2026-05,180.45
18,Dining,2026-06,97.77000000000001
18,Dining,2026-07,81.17
18,Dining,2026-08,201.19
18,Entertainment,2026-03,23.1
18,Entertainment,2026-04,128.27
18,Entertainment,2026-05,14.04
18,Entertainment,2026-06,60.92
18,Entertainment,2026-07,35.71
18,Entertainment,2026-08,99.86
18,Groceries,2026-03,332.29
18,Groceries,2026-04,95.62
18,Groceries,2026-05,65.28
18,Groceries,2026-06,171.32
18,Groceries,2026-07,252.97
18,Groceries,2026-08,148.14999999999998
18,Healthcare,2026-03,66.25
18,Healthcare,2026-04,305.08
18,Healthcare,2026-06,84.65
18,Rent,2026-03,565.05
18,Rent,2026-04,3025.4
18,Rent,2026-05,5932.66
18,Rent,2026-06,1457.9099999999999
18,Rent,2026-07,3511.8
18,Rent,2026-08,2385.6800000000003
18,Shopping,2026-03,139.05
18,Shopping,2026-04,542.27
18,Shopping,2026-06,377.59000000000003
18,Shopping,2026-07,637.38
18,Shopping,2026-08,712.16
18,Transport,2026-03,9.26
18,Transport,2026-04,91.59
18,Transport,2026-05,99.68
18,Transport,2026-06,68.81
18,Transport,2026-07,49.38
18,Transport,2026-08,40.65
18,Travel,2026-03,315.51
18,Travel,2026-05,551.51
18,Travel,2026-07,264.18
18,Travel,2026-08,435.97
18,Utilities,2026-03,171.09
18,Utilities,2026-04,219.13
18,Utilities,2026-06,111.36000000000001
18,Utilities,2026-07,64.33
18,Utilities,2026-08,81.52
19,Dining,2026-03,30.6
